skills,cgpa,career
"software design, data structures, oop, algorithms, testing, python, git, debugging, problem solving, java",7.38,Software Developer
"docker, networking, kubernetes, monitoring, azure, devops, aws",8.48,Cloud Engineer
"data visualization, python, sql, pandas, feature engineering, numpy",8.71,Data Scientist
"risk assessment, networking, linux, firewalls, security, ethical hacking, incident response, cryptography, siem",7.8,Cyber Security Analyst
"api development, authentication, databases, java, node.js, sql, flask, python, django",8.82,Backend Developer
"pytorch, computer vision, machine learning, power bi, tensorflow, deep learning, nlp, mathematics, tableau, python, neural networks, data preprocessing",7.84,AI Engineer
"pytorch, deep learning, mathematics, flask, computer vision, nlp, machine learning",7.8,AI Engineer
"ci/cd, docker, aws, azure, kubernetes, networking",7.37,Cloud Engineer
"python, databases, flask, django, system design, java, sql, node.js, authentication",6.68,Backend Developer
"ui design, html, responsive design, web performance, typescript, redux, css",7.29,Frontend Developer
"web performance, redux, accessibility, javascript, react, css, typescript, responsive design, html, ui design",7.34,Frontend Developer
"responsive design, web performance, redux, html, accessibility, typescript, javascript, react, css, ui design",8.17,Frontend Developer
"statistics, data visualization, sql, power bi, pandas, excel, python",8.57,Data Analyst
"typescript, web performance, accessibility, css, responsive design, javascript, ui design, react",7.84,Frontend Developer
"devops, monitoring, kubernetes, ci/cd, linux, azure, terraform, networking",7.66,Cloud Engineer
"system design, tensorflow, deep learning, pytorch, data preprocessing, nlp, mathematics, machine learning, python, authentication",7.18,AI Engineer
"ethical hacking, security, cryptography, linux, risk assessment, firewalls, siem, incident response, penetration testing, networking",6.52,Cyber Security Analyst
"databases, node.js, django, authentication, python, flask, sql, java, system design",8.57,Backend Developer
"risk assessment, firewalls, cryptography, networking, ethical hacking, incident response, siem, linux, security",7.31,Cyber Security Analyst
"nlp, siem, neural networks, computer vision, deep learning, python, tensorflow, networking, machine learning",6.95,AI Engineer
"react, html, css, redux, accessibility, typescript, responsive design, web performance, javascript, ui design",8.25,Frontend Developer
"responsive design, ui design, react, web performance, redux, accessibility, typescript, html, javascript, css",6.75,Frontend Developer
"testing, java, algorithms, git, software design, python, data structures, problem solving, oop",9.74,Software Developer
"javascript, git, oop, algorithms, python, data structures, testing, debugging, software design",8.73,Software Developer
"ethical hacking, risk assessment, incident response, linux, siem, firewalls, networking",9.87,Cyber Security Analyst
"pandas, machine learning, hypothesis testing, data visualization, sql, feature engineering, scikit-learn",9.18,Data Scientist
"excel, python, power bi, data visualization, tableau, data cleaning, reporting, statistics, pandas",9.73,Data Analyst
"data visualization, feature engineering, machine learning, statistics, pandas, numpy",8.83,Data Scientist
"python, incident response, penetration testing, siem, risk assessment, security, firewalls, problem solving, cryptography, linux, ethical hacking",8.56,Cyber Security Analyst
"tableau, power bi, risk assessment, data visualization, data cleaning, python, pandas, sql, excel",7.29,Data Analyst
"data preprocessing, machine learning, neural networks, mathematics, tensorflow, deep learning, python, pytorch, nlp, computer vision",7.91,AI Engineer
"django, system design, node.js, flask, web performance, python, api development, html, authentication, java, sql",8.89,Backend Developer
"flask, python, node.js, sql, authentication, java, statistics, django, databases",7.2,Backend Developer
"algorithms, software design, git, debugging, testing, problem solving, python, java, data structures",7.32,Software Developer
"siem, networking, security, ethical hacking, risk assessment, firewalls",7.42,Cyber Security Analyst
"mathematics, terraform, neural networks, computer vision, nlp, machine learning, deep learning, pytorch, python, tensorflow",6.65,AI Engineer
"data visualization, statistics, hypothesis testing, sql, python, scikit-learn, pandas, feature engineering",6.57,Data Scientist
"data visualization, data cleaning, tableau, statistics, python, sql, pandas, power bi",7.74,Data Analyst
"sql, hypothesis testing, neural networks, mathematics, machine learning, deep learning, computer vision, tensorflow, pytorch, data preprocessing, nlp, python",8.65,AI Engineer
"security, cryptography, networking, siem, incident response, risk assessment, linux, firewalls, penetration testing",7.0,Cyber Security Analyst
"problem solving, java, git, debugging, oop, data structures, algorithms, python, firewalls, networking, software design",8.44,Software Developer
"flask, api development, system design, python, sql, node.js",8.54,Backend Developer
"responsive design, web performance, accessibility, javascript, sql, ui design, redux, html, react, typescript",9.07,Frontend Developer
"web performance, html, javascript, ui design, react, redux, typescript, css",9.24,Frontend Developer
"data preprocessing, deep learning, tensorflow, machine learning, neural networks, nlp, pytorch",6.59,AI Engineer
"computer vision, aws, terraform, monitoring, ci/cd, devops, networking, azure, linux",9.81,Cloud Engineer
"java, data structures, git, debugging, testing, oop, python, software design",6.12,Software Developer
"incident response, api development, ethical hacking, networking, security, penetration testing, cryptography, siem, linux, firewalls",8.7,Cyber Security Analyst
"hypothesis testing, flask, sql, authentication, api development, node.js, system design, java, python",9.11,Backend Developer
"hypothesis testing, feature engineering, python, pandas, computer vision, numpy, machine learning, sql, data visualization, statistics, scikit-learn",7.91,Data Scientist
"python, computer vision, databases, nlp, pytorch, deep learning, neural networks",7.08,AI Engineer
"ci/cd, networking, aws, terraform, kubernetes, azure, monitoring, linux, redux, docker, html",9.86,Cloud Engineer
"algorithms, git, debugging, python, java, problem solving, data structures",8.5,Software Developer
"cryptography, penetration testing, ethical hacking, networking, risk assessment, siem, security",6.51,Cyber Security Analyst
"javascript, typescript, responsive design, web performance, ui design, css",9.07,Frontend Developer
"ethical hacking, networking, siem, risk assessment, linux, cryptography, incident response, firewalls, security, penetration testing",8.43,Cyber Security Analyst
"api development, system design, node.js, java, databases, authentication, flask, sql, python, django",7.71,Backend Developer
"statistics, tableau, power bi, reporting, data visualization, pandas",8.5,Data Analyst
"deep learning, java, tensorflow, flask, python, pytorch, computer vision, data preprocessing, mathematics, neural networks, machine learning",6.33,AI Engineer
"terraform, ci/cd, devops, docker, git, azure, kubernetes, aws, debugging, networking, linux",6.09,Cloud Engineer
"sql, api development, responsive design, node.js, system design, flask, authentication, redux, databases, python",7.66,Backend Developer
"data visualization, python, tableau, pandas, statistics, reporting, sql, data cleaning, power bi, excel",8.33,Data Analyst
"mathematics, python, pytorch, computer vision, deep learning, tensorflow, neural networks, nlp, data preprocessing",6.18,AI Engineer
"javascript, accessibility, react, redux, responsive design, html, css, ui design, web performance, typescript",7.0,Frontend Developer
"python, algorithms, javascript, web performance, html, css, ui design, redux",7.86,Frontend Developer
"kubernetes, devops, monitoring, networking, linux, aws",7.98,Cloud Engineer
"pandas, reporting, data visualization, tableau, excel, sql, scikit-learn, statistics",9.12,Data Analyst
"tensorflow, python, nlp, pytorch, mathematics, computer vision, neural networks, machine learning, deep learning",8.64,AI Engineer
